Id,Home Ownership,Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,,Bankruptcies,Current Credit Balance,Monthly Debt,Credit Score
3557,Rent,1137492,10+ years,0,8,14,769164,0,,0,292942,7356,749
3558,Rent,3626967,4 years,0,8,20.9,216590,0,,0,177897,12574,740
3559,Home Mortgage,2093572,4 years,0,16,14.8,963248,0,,0,366035,24948,740
3560,Rent,,4 years,0,16,9.6,76626,0,,0,44346,16295,
3561,Own Home,1893730,< 1 year,0,14,19.5,565598,0,,0,450851,40084,644
3562,Home Mortgage,2799270,10+ years,0,17,26.2,524788,0,,0,292790,33825,699
3563,Home Mortgage,2483338,10+ years,0,14,22.8,2205302,0,,0,1300835,41596,740
3564,Rent,526034,10+ years,0,5,16.5,547778,0,,0,245062,5966,747
3565,Own Home,1317232,10+ years,0,19,29.3,2024726,0,,0,69939,5401,747
3566,Own Home,687819,3 years,0,17,13,1713382,0,,0,29602,13241,740
3567,Rent,1697878,2 years,0,9,15.2,237490,0,,0,115482,23204,731
3568,Home Mortgage,1351812,2 years,1,7,21.8,156530,2,,1,78261,3684,728
3569,Home Mortgage,,4 years,0,15,18.7,574090,0,,0,146262,18710,
3570,Own Home,1440846,,0,17,33.6,969914,0,,0,701100,26415,737
3571,Home Mortgage,1310050,7 years,0,11,12,1061830,0,,0,353970,26092,724
3572,Own Home,2272761,5 years,0,12,21.5,178596,5,,0,112138,27652,606
3573,Rent,1443962,10+ years,0,18,14.8,767360,1,,1,483778,37182,725
3574,Home Mortgage,813162,4 years,0,6,20.5,363660,0,,0,218918,7624,7260
3575,Rent,1353902,,1,14,12,326634,1,,0,157130,13201,721
3576,Home Mortgage,1931730,10+ years,0,7,15,324412,0,,0,202844,18512,6480
3577,Rent,463391,2 years,0,5,9.9,254958,0,,0,170639,5059,738
3578,Rent,875425,10+ years,0,7,9.8,199122,0,,0,126236,4494,732
3579,Home Mortgage,,10+ years,0,7,29.1,143616,1,,1,99218,13910,
3580,Rent,785099,3 years,0,7,10.7,374572,0,,0,280155,15571,7370
3581,Home Mortgage,1423708,6 years,0,7,29.6,314028,0,,0,230527,28830,656
3582,Home Mortgage,,< 1 year,0,12,14.3,218240,0,,0,173394,11939,
3583,Own Home,,5 years,0,5,14,406868,0,,0,107882,4684,
3584,Own Home,827127,10+ years,0,13,30.3,342342,1,,1,59128,13648,716
3585,Home Mortgage,1203593,10+ years,0,10,14.2,387002,0,,0,310821,20060,712
3586,Home Mortgage,2517557,10+ years,0,17,34.2,1304160,0,,0,207233,30567,740
3587,Home Mortgage,1468738,8 years,0,17,15.4,267652,1,,1,152551,18115,708
3588,Rent,758708,4 years,0,7,10.5,408078,0,,0,104329,14099,741
3589,Home Mortgage,1230307,10+ years,0,21,26.4,1228436,0,,0,332063,22658,747
3590,Home Mortgage,2400631,< 1 year,0,19,38.3,644534,0,,0,302822,38610,732
3591,Rent,2696708,4 years,0,24,22.6,722876,0,,0,387695,49664,703
3592,Rent,,< 1 year,0,14,19.9,538868,0,,0,297388,23140,
3593,Own Home,631712,4 years,0,16,21,686928,0,,0,231382,9076,738
3594,Home Mortgage,1468301,< 1 year,0,9,16,150942,0,,0,20995,7378,733
3595,Home Mortgage,2149603,10+ years,0,10,18,837870,0,,0,371203,30094,744
3596,Home Mortgage,1370869,10+ years,0,9,17.3,291170,1,,1,78964,7003,733
3597,Home Mortgage,1457376,10+ years,0,16,12.5,322630,0,,0,66310,23075,702
3598,Rent,890112,< 1 year,0,5,5.5,90222,0,,0,56791,9346,737
3599,Home Mortgage,1581579,10+ years,0,7,16.7,443630,0,,0,292334,28995,677
3600,Home Mortgage,1548500,7 years,0,12,13.9,270996,0,,0,191919,31228,692
3601,Home Mortgage,4345528,7 years,1,23,22,2448864,1,,0,2059942,84738,740
3602,Own Home,,3 years,0,16,17.3,458898,0,,0,315856,40058,
3603,Rent,403598,4 years,0,8,8.8,371910,0,,0,168948,4776,735
3604,Rent,1665540,10+ years,0,15,15.8,748418,0,,0,353552,27898,735
3605,Rent,4317750,4 years,0,6,17,1304908,0,,0,1063848,43897,677
3606,Home Mortgage,609767,2 years,0,11,8.1,333080,0,,0,116793,9502,741
3607,Rent,2181105,1 year,0,12,12.8,870628,0,,0,717326,53801,727
3608,Home Mortgage,1080625,< 1 year,0,10,11,377366,0,,0,250306,14048,730
3609,Rent,,3 years,0,12,7.6,791978,0,,0,542393,31480,
3610,Home Mortgage,803928,2 years,0,12,25.4,696366,0,,0,289883,20098,712
3611,Rent,839610,3 years,0,11,11.9,270072,0,,0,207594,14343,731
3612,Home Mortgage,2324688,5 years,0,23,19.8,1006830,0,,0,498237,39907,737
3613,Rent,855646,< 1 year,0,6,17,522786,0,,0,284886,21819,703
3614,Rent,851409,4 years,0,4,11,535788,0,,0,128630,13410,747
3615,Home Mortgage,712823,9 years,0,13,15.7,466136,0,,0,67222,13306,732
3616,Home Mortgage,,1 year,0,6,14.2,164912,0,,0,110656,6977,
3617,Home Mortgage,932710,10+ years,0,15,22.1,1000472,0,,0,565953,22307,742
3618,Home Mortgage,,2 years,0,17,18.1,1046386,0,,0,438292,45360,
3619,Home Mortgage,505533,2 years,0,5,13,153494,0,,0,95589,10827,735
3620,Own Home,904970,10+ years,0,4,14.3,174592,0,,0,145958,8220,730
3621,Rent,1912920,10+ years,0,9,35.2,398596,0,,0,312911,8815,738
3622,Rent,,2 years,0,4,10.2,55836,0,,0,47063,4724,
3623,Rent,766992,3 years,0,11,23.4,237468,1,,1,119567,5043,706
3624,Home Mortgage,746852,5 years,0,5,12,0,0,,0,0,7157,700
3625,Home Mortgage,754072,7 years,0,7,9.6,404272,0,,0,121505,3846,741
3626,Home Mortgage,514995,7 years,0,13,15.9,417274,0,,0,304513,10257,734
3627,Home Mortgage,,1 year,0,7,28,191224,1,,1,114266,9799,
3628,Own Home,376314,,0,8,51.3,139436,1,,1,99712,9972,720
3629,Rent,1198976,7 years,0,9,12.1,555456,0,,0,358340,7583,741
3630,Rent,602832,3 years,0,3,11,100298,0,,0,80389,6832,658
3631,Rent,1324547,5 years,0,6,19.3,569932,0,,0,220020,4636,744
3632,Home Mortgage,1040060,10+ years,0,11,17.7,369996,0,,0,266494,21495,725
3633,Rent,788272,1 year,0,9,15.6,637098,0,,0,453378,16488,696
3634,Home Mortgage,1788508,2 years,0,17,15,823944,0,,0,298870,16842,718
3635,Own Home,979507,10+ years,0,14,16.5,392722,0,,0,182476,27671,733
3636,Home Mortgage,1092101,10+ years,0,5,19.3,204358,1,,1,49951,13378,707
3637,Own Home,1383751,10+ years,0,11,14.3,644886,0,,0,414922,15417,665
3638,Own Home,543020,< 1 year,0,8,21.3,780340,0,,0,374034,13711,7470
3639,Home Mortgage,,10+ years,0,8,21,353254,0,,0,258096,8525,
3640,Home Mortgage,2363524,10+ years,0,11,14.7,323928,0,,0,280022,21075,659
3641,Home Mortgage,1735897,10+ years,0,14,17.6,352528,1,,1,159543,26617,710
3642,Own Home,1487472,10+ years,0,17,28.6,648626,0,,0,222395,21444,745
3643,Rent,,3 years,0,4,10,46090,0,,0,21926,2104,
3644,Rent,,< 1 year,0,7,32.1,306724,1,,1,234175,27748,
3645,Own Home,,10+ years,0,9,24,1277342,0,,0,724774,16383,
3646,Home Mortgage,,10+ years,0,14,21,540694,0,,0,335293,10806,
3647,Rent,,3 years,0,10,18.2,0,0,,0,0,26721,
3648,Home Mortgage,763040,2 years,0,5,9.7,485782,0,,0,356193,12654,675
3649,Rent,779741,4 years,0,14,10.9,390302,0,,0,86298,20338,743
3650,Home Mortgage,1558399,10+ years,0,8,19.9,150986,0,,0,99484,12117,723
3651,Home Mortgage,,10+ years,0,8,18.4,577610,1,,1,99275,5319,
3652,Rent,813979,5 years,0,7,11.7,159192,0,,0,56506,11328,742
3653,Rent,1210300,7 years,0,9,20.8,707058,0,,0,340138,25618,746
3654,Home Mortgage,1612416,7 years,0,12,15,599214,0,,0,307914,18409,701
3655,Home Mortgage,1207089,8 years,0,6,22.8,163460,0,,0,119434,12675,726
3656,Rent,575472,3 years,0,11,16,399762,1,,1,188499,16449,693
3657,Rent,1062252,8 years,0,11,22.5,898810,0,,0,343881,8516,732
3658,Home Mortgage,1927721,7 years,0,19,13.5,195734,0,,0,93651,34056,671
3659,Rent,897294,4 years,0,11,11,335852,0,,0,111378,4905,723
3660,Rent,1567481,3 years,0,10,20.8,697950,0,,0,315856,16589,731
3661,Rent,736725,4 years,0,9,14.8,197384,0,,0,94791,14428,729
3662,Rent,,3 years,0,16,9,567402,0,,0,291080,14570,
3663,Home Mortgage,1227400,10+ years,0,22,13.1,827750,0,,0,451098,24650,711
3664,Home Mortgage,1047831,8 years,0,13,13.9,268202,0,,0,55822,9867,744
3665,Own Home,491967,10+ years,0,6,17.2,212124,0,,0,139973,5002,637
3666,Home Mortgage,1624614,3 years,0,11,17.6,1179046,0,,0,490808,22325,747
3667,Home Mortgage,,3 years,0,15,20.7,771870,0,,0,216657,6141,
3668,Home Mortgage,2090988,3 years,0,13,12.8,820402,0,,0,470478,31539,732
3669,Rent,,7 years,0,13,21,619938,0,,0,438482,26693,
3670,Rent,869877,1 year,0,16,14.2,657690,0,,0,259008,19645,638
3671,Rent,722779,5 years,0,6,13.9,768900,0,,0,357257,9818,751
3672,Home Mortgage,854658,10+ years,0,10,21.8,420904,0,,0,64714,9544,746
3673,Home Mortgage,3137413,10+ years,0,6,15,181698,0,,0,135280,15582,739
3674,Rent,,4 years,0,10,26.9,1147586,0,,0,876147,25199,
3675,Home Mortgage,2191346,4 years,0,15,16.8,44506,0,,0,4389,35317,737
3676,Home Mortgage,2322750,1 year,0,22,33.5,2337918,0,,0,704672,25937,748
3677,Rent,,10+ years,0,8,22.8,1417900,0,,0,405327,43389,
3678,Home Mortgage,,3 years,0,13,19.1,590634,0,,0,374927,37017,
3679,Rent,,1 year,0,8,11.8,372064,0,,0,261877,7032,
3680,Rent,1043442,8 years,0,10,23.2,134024,0,,0,40166,9478,722
3681,Rent,,4 years,0,8,15.6,53174,0,,0,25669,13876,
3682,Home Mortgage,1947500,4 years,0,9,29.4,451066,0,,0,188537,11263,743
3683,Home Mortgage,7514120,10+ years,0,7,16.8,799810,0,,0,192717,6450,747
3684,Own Home,,8 years,0,9,19,752400,0,,0,160512,5202,
3685,Rent,808127,2 years,0,8,11.8,323092,0,,0,191710,14816,739
3686,Home Mortgage,1495224,5 years,0,13,12.1,443630,0,,0,280079,16323,739
3687,Home Mortgage,1219572,,0,16,15.4,455950,0,,0,206720,18293,706
3688,Home Mortgage,2290944,1 year,0,16,18,2225168,0,,0,322848,4257,7510
3689,Home Mortgage,786353,10+ years,0,9,9.6,160490,0,,0,126958,14482,7020
3690,Rent,1518936,2 years,0,15,34.6,963490,0,,0,639046,30126,677
3691,Rent,604846,5 years,0,19,30.7,417758,0,,0,163799,12349,727
3692,Home Mortgage,757055,,0,17,28.7,669460,1,,1,192527,15267,714
3693,Home Mortgage,,8 years,0,23,20.3,692318,0,,0,365921,34340,
3694,Home Mortgage,,10+ years,0,22,29.5,460790,0,,0,257469,45762,
3695,Rent,609273,1 year,0,14,22,496210,0,,0,219412,10307,744
3696,Rent,746168,10+ years,0,8,15.9,302588,0,,0,213750,12063,721
3697,Home Mortgage,,3 years,1,13,13.7,1220362,1,,0,824201,28123,
3698,Own Home,759620,10+ years,0,14,15.3,343024,0,,0,236417,17218,697
3699,Rent,646456,10+ years,0,5,36.5,497772,1,,1,377017,16700,7250
3700,Rent,305577,2 years,0,6,8.1,147334,0,,0,63612,7614,730
3701,Rent,1457205,10+ years,0,13,15.6,353540,2,,1,118769,28658,653
3702,Home Mortgage,,5 years,0,10,27.3,577456,0,,0,294234,21937,
3703,Rent,1498397,10+ years,0,5,15,270380,0,,0,166497,16607,745
3704,Home Mortgage,603269,4 years,0,7,6.1,272008,0,,0,139061,13423,732
3705,Home Mortgage,1852139,2 years,0,10,29.8,146564,0,,0,100244,29017,736
3706,Own Home,,7 years,0,6,8.9,38962,0,,0,15637,2113,
3707,Own Home,,10+ years,0,16,16.2,895158,0,,0,324691,17606,
3708,Home Mortgage,705299,1 year,0,22,20.7,1425578,0,,0,155135,19396,742
3709,Rent,1741008,2 years,0,6,15.2,175098,0,,0,33877,7196,751
3710,Rent,2725702,3 years,0,10,30.9,1023528,0,,0,118446,18671,744
3711,Home Mortgage,947378,8 years,0,7,23.5,857296,0,,0,423510,16895,7400
3712,Home Mortgage,,10+ years,0,16,16.7,975414,0,,0,788481,26319,
3713,Rent,1459580,5 years,0,10,19.2,529298,1,,1,206169,19583,710
3714,Own Home,1276876,< 1 year,0,20,15,1435016,0,,0,116489,9875,735
3715,Home Mortgage,,6 years,0,11,15.5,215270,0,,0,40166,14783,
3716,Home Mortgage,906167,10+ years,0,6,21.4,332398,0,,0,265544,14257,709
3717,Rent,929860,,0,12,11.5,148434,1,,1,64866,13948,594
3718,Rent,,2 years,0,9,10.2,307516,0,,0,59755,2641,
3719,Rent,1123128,8 years,0,11,18.8,715990,0,,0,554040,22369,746
3720,Home Mortgage,1458060,7 years,0,23,13.1,1350690,0,,0,370956,14459,747
3721,Home Mortgage,3208682,5 years,0,12,14.4,777656,0,,0,591014,56687,672
3722,Rent,995714,10+ years,0,16,21.6,1066934,0,,0,287489,27631,740
3723,Rent,1071353,3 years,0,7,17,411466,0,,0,152095,10714,700
3724,Home Mortgage,1395816,10+ years,0,9,29.1,329384,1,,1,236968,24776,732
3725,Rent,1056913,10+ years,0,19,12,341814,0,,0,234688,17880,697
3726,Home Mortgage,1153566,10+ years,0,13,12,249260,0,,0,167048,13651,6890
3727,Rent,1262151,10+ years,0,13,23.4,694056,0,,0,299706,23771,686
3728,Rent,1861240,< 1 year,0,7,9.5,863016,0,,0,32794,1551,681
3729,Home Mortgage,1618021,3 years,0,7,20.2,434830,0,,0,346617,29071,665
3730,Rent,1357949,2 years,0,14,12.3,252824,0,,0,156123,18559,729
3731,Home Mortgage,4183515,2 years,0,9,22.8,1601776,0,,0,1065178,55083,691
3732,Home Mortgage,1865591,2 years,0,8,25.6,465586,0,,0,313633,37156,741
3733,Home Mortgage,1073329,10+ years,0,4,24.6,656612,0,,0,431547,16726,717
3734,Home Mortgage,,5 years,0,14,21.1,709566,0,,0,465120,36546,
3735,Rent,796556,1 year,0,15,11.9,351604,0,,0,139080,22105,685
3736,Rent,,5 years,0,9,9.7,275704,0,,0,154546,18448,
3737,Home Mortgage,1052106,3 years,0,9,14.6,152900,2,,1,101156,15431,734
3738,Rent,989482,1 year,0,5,9.3,88220,0,,0,42731,14677,709
3739,Home Mortgage,1923180,4 years,0,14,17.6,1731158,0,,0,772958,20193,742
3740,Rent,446747,,0,11,22.7,468886,0,,0,244587,7297,683
3741,Home Mortgage,,7 years,0,15,26,552046,1,,1,176890,14263,
3742,Rent,499833,< 1 year,0,10,9.9,204732,0,,0,68951,4790,737
3743,Home Mortgage,1495224,,0,8,17.2,731896,0,,0,551817,20186,729
3744,Home Mortgage,1425000,8 years,0,13,11.3,528374,0,,0,165642,10402,735
3745,Rent,834670,2 years,0,21,16.4,54912,0,,0,48469,12729,683
3746,Home Mortgage,2531294,10+ years,0,9,13.4,590238,0,,0,438881,25735,736
3747,Rent,,< 1 year,0,15,23.1,420442,0,,0,290833,33122,
3748,Own Home,,10+ years,0,6,24,576444,0,,0,266836,7744,
3749,Rent,581571,< 1 year,0,16,12,163834,0,,0,136401,10468,6630
3750,Own Home,403826,10+ years,0,5,5.1,158180,0,,0,111473,7841,730
3751,Rent,806873,7 years,0,13,15.4,332530,0,,0,64049,22189,749
3752,Home Mortgage,,9 years,0,16,14.6,786522,0,,0,232997,24292,
3753,Home Mortgage,,,0,9,29.1,117546,0,,0,90459,50885,
3754,Home Mortgage,1825824,3 years,0,11,26,2420264,0,,0,727396,13252,697
3755,Rent,,10+ years,0,4,10.1,144144,0,,0,98230,3342,
3756,Home Mortgage,2549876,5 years,0,10,13.9,953876,0,,0,432497,20293,750
3757,Home Mortgage,1539570,6 years,0,21,11.7,679448,0,,0,314526,20912,7390
3758,Rent,626753,< 1 year,0,5,17,125356,0,,0,67013,7416,694
3759,Rent,1322153,4 years,0,14,18.8,594946,0,,0,430084,26333,723
3760,Home Mortgage,1389945,10+ years,0,8,22.6,1038202,0,,0,510188,19112,695
3761,Rent,541690,10+ years,0,12,30.7,168036,1,,1,102885,14445,6950
3762,Rent,668268,7 years,0,12,16.1,221100,0,,0,167086,7518,725
3763,Home Mortgage,,10+ years,0,11,20.4,894366,0,,0,610204,31043,
3764,Home Mortgage,1597292,1 year,0,13,22.5,340538,0,,0,279091,30748,735
3765,Rent,,2 years,0,7,10.2,230714,0,,0,84493,5346,
3766,Rent,2197901,1 year,0,11,14.2,1116346,0,,0,238146,5055,746
3767,Home Mortgage,,10+ years,0,17,21,411884,1,,1,139441,14655,
3768,Rent,1598204,< 1 year,0,2,18,130592,0,,0,109497,3929,697
3769,Home Mortgage,2592968,10+ years,0,20,19.4,856174,0,,0,680257,31548,678
3770,Rent,,< 1 year,0,7,13.8,619168,0,,0,435271,15564,
3771,Home Mortgage,853138,8 years,0,14,15.6,598026,0,,0,255132,18911,731
3772,Rent,581172,2 years,0,5,14.3,296098,0,,0,184376,8543,745
3773,Rent,1877181,4 years,0,10,13.6,499026,0,,0,331854,27688,732
3774,Rent,1536872,7 years,0,7,15.9,2115982,0,,0,571976,12257,749
3775,Rent,713127,10+ years,0,17,18.1,169664,1,,1,103303,10578,734
3776,Rent,924217,2 years,0,12,14,353320,0,,0,88502,6354,733
3777,Home Mortgage,936985,10+ years,0,12,14.4,617804,0,,0,125381,13196,736
3778,Rent,1214499,10+ years,0,8,16.6,480546,0,,0,275576,21557,712
3779,Home Mortgage,1378260,10+ years,0,8,16.8,509806,0,,0,259331,10659,746
3780,Home Mortgage,801724,10+ years,0,13,34.5,0,0,,0,0,17845,744
3781,Home Mortgage,,< 1 year,0,7,9.9,285736,0,,0,89832,9841,
3782,Home Mortgage,,6 years,0,8,11,253132,0,,0,187359,9499,
3783,Rent,653049,5 years,0,9,13,406802,0,,0,156351,11918,740
3784,Rent,,4 years,0,4,4.5,43054,0,,0,19114,6499,
3785,Rent,3287437,6 years,0,14,36.9,607310,1,,1,315210,18218,732
3786,Rent,3708401,3 years,0,14,11.8,883124,0,,0,509485,27071,676
3787,Home Mortgage,,10+ years,0,13,12.8,776402,0,,0,443878,18842,
3788,Rent,1434405,9 years,0,9,12,642532,0,,0,443384,10399,627
3789,Home Mortgage,1362319,6 years,0,6,15,207416,1,,1,130036,14077,740
3790,Own Home,1168500,< 1 year,0,10,10.9,568810,0,,0,184205,10906,719
3791,Rent,1420022,< 1 year,0,5,6.5,335544,0,,0,212135,10508,739
3792,Home Mortgage,1155960,2 years,0,10,16,252428,0,,0,21375,10982,694
3793,Home Mortgage,757112,6 years,0,11,22.8,217030,0,,0,112461,19180,732
3794,Home Mortgage,1785506,4 years,0,8,27.2,1465244,0,,0,992104,23360,730
3795,Rent,,10+ years,0,5,20.1,127512,0,,0,49438,24134,
3796,Rent,,5 years,0,7,12.8,283932,0,,0,204250,9135,
3797,Own Home,651301,9 years,0,7,22.6,485672,0,,0,208867,17585,692
3798,Rent,1601111,1 year,0,3,10,580316,0,,0,126293,3162,744
3799,Rent,,2 years,0,9,18.5,197890,0,,0,123044,11022,
3800,Rent,1032669,7 years,0,12,18.1,376288,0,,0,133893,10327,7130
3801,Rent,651567,1 year,0,11,15.3,486464,0,,0,55461,8145,671
3802,Home Mortgage,1008748,2 years,0,10,17.6,328064,0,,0,186713,13198,729
3803,Own Home,630192,3 years,0,15,10,729190,0,,0,224827,17330,713
3804,Home Mortgage,2858113,3 years,0,11,11.5,474584,0,,0,148371,23032,747
3805,Home Mortgage,969475,10+ years,0,19,12.8,495792,0,,0,175560,16400,731
3806,Home Mortgage,1317631,10+ years,0,8,14.4,468886,0,,0,320720,20204,728
3807,Home Mortgage,1092082,9 years,0,10,21.7,322828,0,,0,180671,32034,663
3808,Home Mortgage,1123926,10+ years,0,12,19.4,362362,0,,0,193401,13300,738
3809,Home Mortgage,,9 years,0,10,13.3,1300222,0,,0,106685,13655,
3810,Home Mortgage,507110,10+ years,0,17,21,356422,0,,0,132050,8029,735
3811,Rent,1529576,,0,7,20.3,661650,0,,0,410286,13256,736
3812,Rent,1013384,10+ years,0,9,29,651882,0,,0,412680,11654,723
3813,Rent,,1 year,0,11,13.6,293106,1,,1,16967,15006,
3814,Rent,1254513,1 year,4,5,10.5,122804,5,,0,31920,1965,716
3815,Home Mortgage,,5 years,0,8,16.2,800316,0,,0,449958,26564,
3816,Home Mortgage,,5 years,0,11,24.7,1796520,0,,0,1039528,51112,
3817,Home Mortgage,1093507,2 years,0,6,16.2,1378410,0,,0,591641,17223,704
3818,Home Mortgage,525996,1 year,0,11,7.4,238986,0,,0,81529,12711,709
3819,Home Mortgage,1190996,,0,10,22,1369280,0,,0,163191,16674,707
3820,Home Mortgage,1789572,1 year,0,10,10,359656,1,,1,168663,18641,675
3821,Rent,,< 1 year,0,10,22.5,988064,0,,0,686926,21771,
3822,Rent,1066945,9 years,0,9,8,231462,0,,0,75962,9069,736
3823,Home Mortgage,942210,10+ years,2,11,15,621434,2,,0,236683,6595,741
3824,Home Mortgage,744268,4 years,0,12,15.8,489280,0,,0,375649,12280,742
3825,Home Mortgage,703494,10+ years,0,12,23,749166,0,,0,313804,9966,741
3826,Rent,950285,6 years,0,23,15.6,502722,0,,0,272232,18293,6830
3827,Rent,1362319,4 years,0,10,19.6,713064,0,,0,138567,23386,732
3828,Rent,1753377,10+ years,0,7,17.1,291522,0,,0,198911,18118,711
3829,Rent,1608388,10+ years,0,11,23.5,748682,0,,0,585162,23724,727
3830,Rent,613776,2 years,0,7,8.3,37752,0,,0,27778,7877,702
3831,Home Mortgage,,10+ years,0,8,16.9,413600,0,,0,251104,9821,
3832,Home Mortgage,1910241,< 1 year,0,23,30.9,956516,0,,0,214776,33270,714
3833,Own Home,1869695,4 years,0,12,12.4,639584,0,,0,302708,44561,692
3834,Home Mortgage,,10+ years,0,19,28.8,1432310,0,,0,351310,9550,
3835,Home Mortgage,3472820,7 years,0,10,13.4,432542,1,,1,104595,28217,747
3836,Rent,969855,3 years,0,12,11.2,240130,1,,1,107844,19720,742
3837,Home Mortgage,,4 years,0,7,15.8,610346,0,,0,117021,19198,
3838,Home Mortgage,967005,10+ years,0,16,23.4,1009030,0,,0,314583,11443,727
3839,Rent,946086,,0,11,16,769824,1,,1,75126,1853,744
3840,Home Mortgage,,2 years,0,7,23.8,247456,0,,0,188917,46446,
3841,Home Mortgage,1725390,1 year,1,21,17.5,401962,2,,1,273543,21855,7300
3842,Rent,656963,2 years,0,9,6,182424,0,,0,83505,17573,703
3843,Rent,691334,< 1 year,0,7,15,207724,0,,0,172919,10255,715
3844,Own Home,583965,2 years,0,11,21.6,225258,0,,0,138719,7154,719
3845,Rent,652726,7 years,0,8,18,236896,0,,0,152836,11912,744
3846,Rent,633270,1 year,0,6,10.9,310596,0,,0,158802,5594,736
3847,Own Home,344888,,0,4,19.4,178860,0,,0,64733,2334,680
3848,Rent,571140,10+ years,0,8,15.6,271128,0,,0,137674,11004,722
3849,Rent,,1 year,0,7,8,164230,0,,0,27094,6117,
3850,Home Mortgage,1769622,10+ years,0,19,17.8,1019084,0,,0,397803,30821,640
3851,Home Mortgage,1112640,8 years,0,10,14.7,819984,0,,0,442605,17060,737
3852,Home Mortgage,904362,9 years,0,7,18.7,156794,0,,0,94924,11003,723
3853,Home Mortgage,4454664,10+ years,0,13,17.3,251548,1,,1,75601,16037,729
3854,Rent,1405335,8 years,0,11,13.5,445126,1,,1,211432,19792,725
3855,Home Mortgage,,10+ years,0,8,19.1,355212,0,,0,191729,11702,
3856,Home Mortgage,1199261,6 years,0,7,19.7,408672,0,,0,196954,12053,747
3857,Home Mortgage,814891,< 1 year,0,6,19.6,172766,0,,0,74309,17317,737
3858,Rent,,1 year,0,10,9,212168,0,,0,107559,13588,
3859,Rent,1735061,10+ years,0,12,23.4,395494,1,,1,151316,28050,599
3860,Home Mortgage,1294451,10+ years,0,11,27.6,1300948,1,,1,252795,5081,740
3861,Home Mortgage,2738470,4 years,0,5,18.4,72226,0,,0,37297,25103,724
3862,Own Home,563730,6 years,0,17,15.8,564806,1,,1,131708,16160,737
3863,Own Home,2704688,10+ years,0,15,24,1021614,0,,0,457026,19564,724
3864,Own Home,721905,3 years,0,12,14.6,584364,1,,1,170069,20214,669
3865,Rent,698060,2 years,0,13,14.7,407836,0,,0,293056,10703,710
3866,Rent,853651,10+ years,0,7,15.6,98450,0,,0,71592,17144,701
3867,Home Mortgage,1744390,4 years,0,18,18.7,424490,0,,0,254410,23404,6220
3868,Own Home,,7 years,0,25,27.8,925650,0,,0,396511,20180,
3869,Rent,750196,3 years,0,11,8.8,203412,0,,0,53580,2607,732
3870,Home Mortgage,1492336,6 years,0,12,14.8,473484,0,,0,206511,39049,740
3871,Home Mortgage,984998,2 years,0,16,11.7,1017830,0,,0,482581,17648,687
3872,Home Mortgage,767752,6 years,0,7,10.5,211156,0,,0,85899,4702,722
3873,Own Home,,2 years,0,3,14.3,100342,0,,0,77653,21230,
3874,Home Mortgage,1572858,10+ years,0,31,19.9,1634864,0,,0,652308,15204,742
3875,Rent,810711,5 years,0,7,14.5,63272,1,,1,24529,9661,704
3876,Rent,713127,< 1 year,0,5,24.1,234828,0,,0,137902,10400,731
3877,Rent,1901520,8 years,0,14,14,81862,0,,0,5016,22026,726
3878,Rent,832447,1 year,0,9,11,250382,0,,0,132126,17343,746
3879,Home Mortgage,1873191,10+ years,0,7,15.5,711018,0,,0,477755,10037,747
